date,review,exact_date,translated_review
2 years ago,Such a spiritual experience! Replica of Vrindavan. Best visit during December. Food is also great but there is no room dining or tea so carry your own tea/coffee.,2022-05-19,Such a spiritual experience! Replica of Vrindavan. Best visit during December. Food is also great but there is no room dining or tea so carry your own tea/coffee.
a year ago,Visited many times this stay 2days food quality good but same item reapeted summer related such cold item not included lunch  room service very nice honest people. …,2023-05-19,Visited many times this stay 2days food quality good but same item reapeted summer related such cold item not included lunch  room service very nice honest people. …
9 months ago,Awesome remote area just like Vrindavan,2023-08-22,Awesome remote area just like Vrindavan
2 years ago,"It's an awesome place if you are looking to retreat your body, soul and spiritual journey",2022-05-19,"It's an awesome place if you are looking to retreat your body, soul and spiritual journey"
8 months ago,"Hare Krishna !! ISKCON GEV Wada is a beautiful and serene retreat center located in the foothills of the Sahyadri mountains. The center is home to a Hindu temple, a farm, a guesthouse, and a variety of educational and cultural programs. …",2023-09-21,"Hare Krishna !! ISKCON GEV Wada is a beautiful and serene retreat center located in the foothills of the Sahyadri mountains. The center is home to a Hindu temple, a farm, a guesthouse, and a variety of educational and cultural programs. …"
2 months ago,"Very nice place to know about parbhu shree krishna and their whole life with beautiful senary, yamuna puja ,etc.",2024-03-19,"Very nice place to know about parbhu shree krishna and their whole life with beautiful senary, yamuna puja ,etc."
3 years ago,Realy very peaceful and spiritual place. No difference between vindavan and GEV. sweet home of my lord Krishna,2021-05-19,Realy very peaceful and spiritual place. No difference between vindavan and GEV. sweet home of my lord Krishna
3 years ago,Very beautiful and peaceful place😍❤️my favorite fav ever .hare Krishna ❤️,2021-05-19,Very beautiful and peaceful place😍❤️my favorite fav ever .hare Krishna ❤️
a year ago,It's not a holiday destination but a meaningful retreat. …,2023-05-19,It's not a holiday destination but a meaningful retreat. …
10 months ago,Best place mini Vrindavan...Feel Relaxation,2023-07-23,Best place mini Vrindavan...Feel Relaxation
a year ago,"A must visit place ..peacefull  Hare Krishna ,🙏",2023-05-19,"A must visit place ..peacefull  Hare Krishna ,🙏"
11 months ago,Nice exo u shld visit.. Once in life..,2023-06-23,Nice exo u shld visit.. Once in life..
3 years ago,Excellent place to visit and have great place to take peace here.Hare Krishna 🙏 I,2021-05-19,Excellent place to visit and have great place to take peace here.Hare Krishna 🙏 I
6 months ago,"Couldn't find a better place to worship. Perfect ambience, very well constructed. Must visit for children of today's age to impart knowledge about Krishna.",2023-11-20,"Couldn't find a better place to worship. Perfect ambience, very well constructed. Must visit for children of today's age to impart knowledge about Krishna."
a week ago,best day to spend with family and lord krishna,2024-05-11,best day to spend with family and lord krishna
a week ago,Just great,2024-05-11,Just great
5 months ago,Best Exovillage place,2023-12-20,Best Exovillage place
3 years ago,Most beautiful place I have ever visited. A very peaceful place with lovely deities. Should visit once.,2021-05-19,Most beautiful place I have ever visited. A very peaceful place with lovely deities. Should visit once.
3 years ago,Peaceful place to visit and stay for atleast 3 days and 2 nights. Wonderful atmosphere that I can not explain in words. Special aarti in evening is really heart touching.,2021-05-19,Peaceful place to visit and stay for atleast 3 days and 2 nights. Wonderful atmosphere that I can not explain in words. Special aarti in evening is really heart touching.
10 months ago,Very peaceful place could just see beauty everywhere 🙏hare Krishna …,2023-07-23,Very peaceful place could just see beauty everywhere 🙏hare Krishna …
a year ago,It's an amazing place. Iskon temple. Shree Krishna temple. …,2023-05-19,It's an amazing place. Iskon temple. Shree Krishna temple. …
4 years ago,Well maintained. Very peaceful . A very different experience. A very happy place. Must visit with family escpically with kids . Be aware that it is strictly vegetarian and Alcohol and smokes is  prohibited,2020-05-19,Well maintained. Very peaceful . A very different experience. A very happy place. Must visit with family escpically with kids . Be aware that it is strictly vegetarian and Alcohol and smokes is  prohibited
10 months ago,"Place is good, peaceful and full of greenery but the road to reach the place is very bad and has many potholes. You have to take four wheeler if you are planning to go during summer time. Snack at the cafe was average. But the overall feeling is divine. …",2023-07-23,"Place is good, peaceful and full of greenery but the road to reach the place is very bad and has many potholes. You have to take four wheeler if you are planning to go during summer time. Snack at the cafe was average. But the overall feeling is divine. …"
5 months ago,"beautiful place,peaceful atmosphere",2023-12-20,"beautiful place,peaceful atmosphere"
7 months ago,A with holy and blissful vibes.  The chanting of Krishna mantra by divotees makes this place so peaceful and calm. It indeed gives a feel of vrindavan. Rooms are pretty good and maintained. Definitely go green theme is maintained in the …,2023-10-21,A with holy and blissful vibes.  The chanting of Krishna mantra by divotees makes this place so peaceful and calm. It indeed gives a feel of vrindavan. Rooms are pretty good and maintained. Definitely go green theme is maintained in the …
a week ago,Mini brijdham extra ordinaryHare krishna,2024-05-11,Mini brijdham extra ordinaryHare krishna
3 years ago,Best place to be near nature and experience bliss of spirituality,2021-05-19,Best place to be near nature and experience bliss of spirituality
5 months ago,Nice place of worshipping for Shree Krishna Devotees.  You must visit at least once to connect with God.,2023-12-20,Nice place of worshipping for Shree Krishna Devotees.  You must visit at least once to connect with God.
a year ago,"Amazing nursery in Iskcon in city of Wada, Maharashtra …",2023-05-19,"Amazing nursery in Iskcon in city of Wada, Maharashtra …"
3 months ago,Just one word PEACE. RADHE RADHE ❤️❤️❤️,2024-02-18,Just one word PEACE. RADHE RADHE ❤️❤️❤️
2 years ago,Beautiful place full of nature. Too Good. Amazing experience!,2022-05-19,Beautiful place full of nature. Too Good. Amazing experience!
a year ago,Excellent place. So peaceful. well maintained replica of vrindavan,2023-05-19,Excellent place. So peaceful. well maintained replica of vrindavan
8 months ago,Visit with your family and friends... Hare Krishna,2023-09-21,Visit with your family and friends... Hare Krishna
a year ago,Govardhan Eco Village is Divine place recreated as Mini Vrindavan by Iskcon Temple trust. Everyone should visit here for divinity and spiritual wellness. …,2023-05-19,Govardhan Eco Village is Divine place recreated as Mini Vrindavan by Iskcon Temple trust. Everyone should visit here for divinity and spiritual wellness. …
8 months ago,"I like this place very much, as if we have come on the olden times",2023-09-21,"I like this place very much, as if we have come on the olden times"
6 years ago,"Wonderful place , atmosphere is nice, calm and peaceful. taking a break, then this is the place one should visit.",2018-05-20,"Wonderful place , atmosphere is nice, calm and peaceful. taking a break, then this is the place one should visit."
a month ago,It’s ISKON Krishna temple . Nice spiritual experience . …,2024-04-18,It’s ISKON Krishna temple . Nice spiritual experience . …
a year ago,Very nice Devotional place by Escon... Hare Tama.. Hare Krishna,2023-05-19,Very nice Devotional place by Escon... Hare Tama.. Hare Krishna
2 years ago,Excellent place excellent atmosphere. Everything was satvik. 5 stars is less for it.,2022-05-19,Excellent place excellent atmosphere. Everything was satvik. 5 stars is less for it.
a year ago,If u r inclined towards nature or spirituality...u shall love it …,2023-05-19,If u r inclined towards nature or spirituality...u shall love it …
10 months ago,"It was a fantastic experience. Spiritual and peaceful environment. Organic fruits, beans, vegetables and satvik food were delicious. Mobile networks are not working there but free wifi is provided by them. Travel is a little issue but if …",2023-07-23,"It was a fantastic experience. Spiritual and peaceful environment. Organic fruits, beans, vegetables and satvik food were delicious. Mobile networks are not working there but free wifi is provided by them. Travel is a little issue but if …"
a year ago,Nice spiritual family and young generation place,2023-05-19,Nice spiritual family and young generation place
2 months ago,Awe-inspiring and a full day picnic and peaceful relaxation with great food …,2024-03-19,Awe-inspiring and a full day picnic and peaceful relaxation with great food …
a month ago,It is temple cum food hub people go for food not for peace bad experience they doing business.,2024-04-18,It is temple cum food hub people go for food not for peace bad experience they doing business.
a year ago,"Best temple and gardenMini vrindavan,👍",2023-05-19,"Best temple and gardenMini vrindavan,👍"
7 months ago,"Cleanliness, food hygiene, vibes, nature , peace everything is 10/10. Very peaceful place. A good place if looking for few days of detox from day to day life.",2023-10-21,"Cleanliness, food hygiene, vibes, nature , peace everything is 10/10. Very peaceful place. A good place if looking for few days of detox from day to day life."
a year ago,"A beautiful copy of Vrindavan, mathura, barsana consisting temples and many more. 💕",2023-05-19,"A beautiful copy of Vrindavan, mathura, barsana consisting temples and many more. 💕"
6 years ago,Extra ordinary temple of Lord Krishna .you don't have to go to vrindaban it's all under one roof artistically crafted including govardan Hill varsana yamuna river ......rest visit stay for two three days have the most delicious prasadam n get the Devine blessings .....HARE KRISHNA,2018-05-20,Extra ordinary temple of Lord Krishna .you don't have to go to vrindaban it's all under one roof artistically crafted including govardan Hill varsana yamuna river ......rest visit stay for two three days have the most delicious prasadam n get the Devine blessings .....HARE KRISHNA
a year ago,Just amazing spiritual place  I am sure Lord Krishna will send us again there for offering service ! MUST VISIT PLACE ATLEAST ONCE IN LIFETIME!,2023-05-19,Just amazing spiritual place  I am sure Lord Krishna will send us again there for offering service ! MUST VISIT PLACE ATLEAST ONCE IN LIFETIME!
a week ago,Superb place. Must visit once …,2024-05-11,Superb place. Must visit once …
a year ago,Beautiful place of Maharashtra. Please visit,2023-05-19,Beautiful place of Maharashtra. Please visit
5 years ago,Wonderful experience.I want to again and again visit . really very natural sustainable development of farming with core of spirituality.Hare krishna,2019-05-20,Wonderful experience.I want to again and again visit . really very natural sustainable development of farming with core of spirituality.Hare krishna
2 months ago,It is a peaceful place for relaxing mind and for meditation also,2024-03-19,It is a peaceful place for relaxing mind and for meditation also
a year ago,"Spiritual place with positive vibes, clean and natural place to visit …",2023-05-19,"Spiritual place with positive vibes, clean and natural place to visit …"
3 weeks ago,"Very quiet holy place, well maintained and disciplined. …",2024-04-27,"Very quiet holy place, well maintained and disciplined. …"
8 months ago,Good place to visit. You have to get there app on your mobile and register and you have to select whether you are going by walk or their vehicle. 3 people allowed on one application. If you have big group like 12 people  you have to …,2023-09-21,Good place to visit. You have to get there app on your mobile and register and you have to select whether you are going by walk or their vehicle. 3 people allowed on one application. If you have big group like 12 people  you have to …
a year ago,"Nice place to visit, mythological place, replica of Virindavan Dham.",2023-05-19,"Nice place to visit, mythological place, replica of Virindavan Dham."
4 months ago,"Must visit with thr iskon team only, the experience mini vrindavan and gokuldham with its mahima and katha, and bhajan is ultimate.",2024-01-19,"Must visit with thr iskon team only, the experience mini vrindavan and gokuldham with its mahima and katha, and bhajan is ultimate."
11 months ago,Food quality of the prasad food is not tasty.  They should provide tasty and quality food for which may charge minimal amount.  Paid cafeteria is also not reasonable.  They should provide maximum milk based products as it is loved by Lord …,2023-06-23,Food quality of the prasad food is not tasty.  They should provide tasty and quality food for which may charge minimal amount.  Paid cafeteria is also not reasonable.  They should provide maximum milk based products as it is loved by Lord …
4 years ago,"Peaceful,Serene and detoxifying. Great food. Turns on your spiritual receptors",2020-05-19,"Peaceful,Serene and detoxifying. Great food. Turns on your spiritual receptors"
a year ago,A great place to stay with nature. A place where you'll feel rejuvenated. You will be absorbed in the devotion of Radhe Radhe.Hari bol🙏🙏🙏❤❤❤,2023-05-19,A great place to stay with nature. A place where you'll feel rejuvenated. You will be absorbed in the devotion of Radhe Radhe.Hari bol🙏🙏🙏❤❤❤
11 months ago,"Very neet and clean,Religious,SpeciousOne time sure to come..",2023-06-23,"Very neet and clean,Religious,SpeciousOne time sure to come.."
10 months ago,"Very very peaceful place. We reached here around 6.45 pm, on the way I was under the impression that it would be like any picnic spot, I was not very much interested in going there, but..... But when we reached here it was amazing. The …",2023-07-23,"Very very peaceful place. We reached here around 6.45 pm, on the way I was under the impression that it would be like any picnic spot, I was not very much interested in going there, but..... But when we reached here it was amazing. The …"
a year ago,Amazing place specially for kids,2023-05-19,Amazing place specially for kids
3 years ago,Good place for visit one day and night out family trip. Check the tariff in below photo.,2021-05-19,Good place for visit one day and night out family trip. Check the tariff in below photo.
a month ago,Nice place.. …,2024-04-18,Nice place.. …
a year ago,"I always feel energised after visiting this site and don't want to go home, however I have responsibilities to fulfil, so I have to control my soul",2023-05-19,"I always feel energised after visiting this site and don't want to go home, however I have responsibilities to fulfil, so I have to control my soul"
8 months ago,Nice place with family around...No place to sit around while moving towards one temple or site to another.. …,2023-09-21,Nice place with family around...No place to sit around while moving towards one temple or site to another.. …
3 years ago,"The way they call this place as a vrindavan on the earth, indeed it is a vrindavan. What a peaceful place it is. If you need to experience a spiritual life then this is the best place for you. They have made a sustainability lab model for …",2021-05-19,"The way they call this place as a vrindavan on the earth, indeed it is a vrindavan. What a peaceful place it is. If you need to experience a spiritual life then this is the best place for you. They have made a sustainability lab model for …"
3 months ago,Great place to spend time with family.No entry fees.Free launch .,2024-02-18,Great place to spend time with family.No entry fees.Free launch .
3 weeks ago,Must visit place for Krishna bhakt. Approach road is not good. …,2024-04-27,Must visit place for Krishna bhakt. Approach road is not good. …
10 months ago,"Great place to be at. However, the Roads are in bad condition. …",2023-07-23,"Great place to be at. However, the Roads are in bad condition. …"
9 months ago,Indeed an amazing peaceful experience✨ Its called as mini Vrindavan .. All deities of vrindavan are installed as photographs there.. you will definitely gonna feel the presence of Krishna Gopiyas and RadhaRani if you deeply meditate on lotus feet of theirs❤️ Hare Krishna😇,2023-08-22,Indeed an amazing peaceful experience✨ Its called as mini Vrindavan .. All deities of vrindavan are installed as photographs there.. you will definitely gonna feel the presence of Krishna Gopiyas and RadhaRani if you deeply meditate on lotus feet of theirs❤️ Hare Krishna😇
a year ago,"Wonderful place,my feelings soo happy😍🙏 …",2023-05-19,"Wonderful place,my feelings soo happy😍🙏 …"
10 months ago,Best place to visit for a spiritual detour with divine experience and divine food.If you don't have knowledge about our Hindu sanatan culture please do visit with your family especially kids to know more about lord Krishna and his life leela …,2023-07-23,Best place to visit for a spiritual detour with divine experience and divine food.If you don't have knowledge about our Hindu sanatan culture please do visit with your family especially kids to know more about lord Krishna and his life leela …
4 years ago,Amazing place paradise on earth ... totally divine experienced...,2020-05-19,Amazing place paradise on earth ... totally divine experienced...
a year ago,Superb place to get close to nature with stay facilities …,2023-05-19,Superb place to get close to nature with stay facilities …
3 years ago,Very calming and soothing experience. One must visit.😍👌🙌,2021-05-19,Very calming and soothing experience. One must visit.😍👌🙌
5 years ago,"Very natural place and eco friendly eviornment,very good place t enjoy the nature.",2019-05-20,"Very natural place and eco friendly eviornment,very good place t enjoy the nature."
3 years ago,I never seen such a beautiful place.The place was mind blowing.,2021-05-19,I never seen such a beautiful place.The place was mind blowing.
7 months ago,"An amazing place to take your family, full of positive energy and people of all age will fall in love to this place …",2023-10-21,"An amazing place to take your family, full of positive energy and people of all age will fall in love to this place …"
2 years ago,Nice place for getting some peace from your work life and can enjoy yourself. …,2022-05-19,Nice place for getting some peace from your work life and can enjoy yourself. …
3 weeks ago,Relaxing and spiritual place …,2024-04-27,Relaxing and spiritual place …
6 months ago,"We were here from 21st Sep and enjoyed our spiritual stay..Madhuvan rooms are extremely comfortable, spacious and offers more value than u pay...",2023-11-20,"We were here from 21st Sep and enjoyed our spiritual stay..Madhuvan rooms are extremely comfortable, spacious and offers more value than u pay..."
3 years ago,A place which is very close to the nature and build as the Vrindavan city. Must visit.,2021-05-19,A place which is very close to the nature and build as the Vrindavan city. Must visit.
3 months ago,One of my favorite places on the planet! I go back every year to recharge my batteries.,2024-02-18,One of my favorite places on the planet! I go back every year to recharge my batteries.
10 months ago,"Very spiritual and peaceful place. We stayed in Madhavan cotrage for a day. Spacious rooms with ac, neat clean washrooms, and great view. They have shuttle (golf cart) services for travelling from rooms to main mandir area and canteens. …",2023-07-23,"Very spiritual and peaceful place. We stayed in Madhavan cotrage for a day. Spacious rooms with ac, neat clean washrooms, and great view. They have shuttle (golf cart) services for travelling from rooms to main mandir area and canteens. …"
3 months ago,A place where you can visit with family and frnds it's a very peaceful place,2024-02-18,A place where you can visit with family and frnds it's a very peaceful place
11 months ago,"This review is in respectbto my view for my visit during May.Though the temple group is said to be quite big however, their preparation for …",2023-06-23,"This review is in respectbto my view for my visit during May.Though the temple group is said to be quite big however, their preparation for …"
8 months ago,"Best place to visit for lord Krishna lovers. Ecosystem is tremendously outstanding. Nice environment, devotional songs, devotees, temple, parking, mountain, vrindavan looks, and there are so many things that you will see and you feel like …",2023-09-21,"Best place to visit for lord Krishna lovers. Ecosystem is tremendously outstanding. Nice environment, devotional songs, devotees, temple, parking, mountain, vrindavan looks, and there are so many things that you will see and you feel like …"
2 years ago,One of the beautiful place to experience the spiritual existence 💟,2022-05-19,One of the beautiful place to experience the spiritual existence 💟
3 years ago,"Excellent and quiet place, loved it, so near to Mumbai",2021-05-19,"Excellent and quiet place, loved it, so near to Mumbai"
a month ago,Visit and feel Krishna. Learn about Krishna. Hare Krishna,2024-04-18,Visit and feel Krishna. Learn about Krishna. Hare Krishna
4 years ago,Cosy cottages at Govardhan eco village. No TV but lots of nature. Great for all to stay,2020-05-19,Cosy cottages at Govardhan eco village. No TV but lots of nature. Great for all to stay
3 months ago,Avoid visiting this place on public holidays,2024-02-18,Avoid visiting this place on public holidays
8 months ago,The place is very peaceful,2023-09-21,The place is very peaceful
a year ago,Beautiful Place absolute bliss vast property Spiritual and a delightful experience. Rooms were beautiful views amazing and mesmerizing. The Radhe Krishna temple is as always the most special for me. The food was wonderful pure organic to a …,2023-05-19,Beautiful Place absolute bliss vast property Spiritual and a delightful experience. Rooms were beautiful views amazing and mesmerizing. The Radhe Krishna temple is as always the most special for me. The food was wonderful pure organic to a …
2 years ago,"It's good. But if y are going on weekends, pls book in advance.",2022-05-19,"It's good. But if y are going on weekends, pls book in advance."
a year ago,"If you are going for day picnic, please note you have to carry your luggage with yourself. if you are going by car then u can keep luggage in car...There is no such locker room facility. I recommend travel by private transport to this …",2023-05-19,"If you are going for day picnic, please note you have to carry your luggage with yourself. if you are going by car then u can keep luggage in car...There is no such locker room facility. I recommend travel by private transport to this …"
3 weeks ago,Really good experience of govardhan Eco Village an  Good food …,2024-04-27,Really good experience of govardhan Eco Village an  Good food …
3 years ago,Beautiful place for visiting and mind peace .. Totally eco-friendly ..,2021-05-19,Beautiful place for visiting and mind peace .. Totally eco-friendly ..
3 years ago,It is so beautiful and green. Spiritually uplifting and nestled in the lap of nature.,2021-05-19,It is so beautiful and green. Spiritually uplifting and nestled in the lap of nature.
7 months ago,Visiting Govardhan eco village is amazing experience. Good to visit with family. Accommodation is little bit costaly. Easy One Day visit near Mumbai. Free prasadam is also available and paid food is also available. Full Parikrama experience was amazing.,2023-10-21,Visiting Govardhan eco village is amazing experience. Good to visit with family. Accommodation is little bit costaly. Easy One Day visit near Mumbai. Free prasadam is also available and paid food is also available. Full Parikrama experience was amazing.
5 years ago,"A spiritual haven. Simple but clean accommodations, delicious and healthy cuisine, and a vibrant spiritual community. Highly recommend the Yoga Teacher Training course for those seeking a holistic, classical yoga education.",2019-05-20,"A spiritual haven. Simple but clean accommodations, delicious and healthy cuisine, and a vibrant spiritual community. Highly recommend the Yoga Teacher Training course for those seeking a holistic, classical yoga education."
10 months ago,Have Good Devotional Tour. Tour Guide has to be more informative. Need to have more food and water options within premises. Agriculture Tour can be included. Food has scope of improvement. However silent place to visit. …,2023-07-23,Have Good Devotional Tour. Tour Guide has to be more informative. Need to have more food and water options within premises. Agriculture Tour can be included. Food has scope of improvement. However silent place to visit. …
4 years ago,"A peaceful place, you will got to know about management of resources, reuse of waste water,gurukul,must visit place, can take family with you,good for summer vacation,if need a silence, peace, happiness, then must visit,very healthy food, …",2020-05-19,"A peaceful place, you will got to know about management of resources, reuse of waste water,gurukul,must visit place, can take family with you,good for summer vacation,if need a silence, peace, happiness, then must visit,very healthy food, …"
10 months ago,Really it's too good place like vrindavan ...radhe radhe …,2023-07-23,Really it's too good place like vrindavan ...radhe radhe …
a year ago,"Amazing Place, last weekend I took my family over hereThe whole place is beautiful …",2023-05-19,"Amazing Place, last weekend I took my family over hereThe whole place is beautiful …"
7 months ago,I am not very much exited to write this review as my stay was full of disappointment.We 4 family members stayed in mahavan cottage for 2days. …,2023-10-21,I am not very much exited to write this review as my stay was full of disappointment.We 4 family members stayed in mahavan cottage for 2days. …
10 months ago,Amazing place for spiritual Yatra. Built over +100acres of green land new Vrindavan is created there. We went as a group did lot of fun meditate visit facility and had amazing food. Prabhujis who addressed us were so kind and generous it is heart touching. Would like to contribute to the project. Hare Krishna …,2023-07-23,Amazing place for spiritual Yatra. Built over +100acres of green land new Vrindavan is created there. We went as a group did lot of fun meditate visit facility and had amazing food. Prabhujis who addressed us were so kind and generous it is heart touching. Would like to contribute to the project. Hare Krishna …
2 years ago,Very nice place for Krishna bhaktas they called its mini vrindavana.,2022-05-19,Very nice place for Krishna bhaktas they called its mini vrindavana.
a year ago,This place is very quiet and u will feel peace here. Greenery here and u will see more types of flowers and grass u will see fishes different color's. Temple of Lord Krishna and some stories about his childhood and statues etc …,2023-05-19,This place is very quiet and u will feel peace here. Greenery here and u will see more types of flowers and grass u will see fishes different color's. Temple of Lord Krishna and some stories about his childhood and statues etc …
2 months ago,Nice place for lord Krishna devotees. …,2024-03-19,Nice place for lord Krishna devotees. …
10 months ago,Its a beautiful eco-property with multiple activities that can be done during the course of the day. I had attended a yoga workshop last year which was extremely relaxing in a serene setup like this. The food is sattvic and delicious. Its a …,2023-07-23,Its a beautiful eco-property with multiple activities that can be done during the course of the day. I had attended a yoga workshop last year which was extremely relaxing in a serene setup like this. The food is sattvic and delicious. Its a …
7 months ago,"It's a beautiful place at the foot hills of the Sahyadari mountains, with clean surrounding and wonderful rooms.Govardhan ecovillage Near Wada Palghar is a beautiful place to visit for the holy place for Krishna prayer. …",2023-10-21,"It's a beautiful place at the foot hills of the Sahyadari mountains, with clean surrounding and wonderful rooms.Govardhan ecovillage Near Wada Palghar is a beautiful place to visit for the holy place for Krishna prayer. …"
3 years ago,It essentially is the place to enjoy serenity and peace of mind away from all the buzzing of city life. It is a ashram spread across hundreds of acres and has been made to resemble dwarka and vrindavan .,2021-05-19,It essentially is the place to enjoy serenity and peace of mind away from all the buzzing of city life. It is a ashram spread across hundreds of acres and has been made to resemble dwarka and vrindavan .
a year ago,It was a lovely experience of visiting this place! This place is also called as Mini Vrindavan. You can see so many mandirs and statues depicting story of Shri Krishna. It's a must visit for everyone! You get a tour guide who explains you …,2023-05-19,It was a lovely experience of visiting this place! This place is also called as Mini Vrindavan. You can see so many mandirs and statues depicting story of Shri Krishna. It's a must visit for everyone! You get a tour guide who explains you …
10 months ago,RadhaKrishna darshan was good. But to see the garden we had to wait long and there was no proper guidance. As it was summer there was no waiting place where we could relax. Later came to know that the garden will open at 4.00p.m and to …,2023-07-23,RadhaKrishna darshan was good. But to see the garden we had to wait long and there was no proper guidance. As it was summer there was no waiting place where we could relax. Later came to know that the garden will open at 4.00p.m and to …
5 months ago,Best placeBest VibesLearn vedic culture …,2023-12-20,Best placeBest VibesLearn vedic culture …
7 months ago,Another level vibe inside the temple and the surroundings is a must visit for everyone to get some positive energy. Hare Krishna...,2023-10-21,Another level vibe inside the temple and the surroundings is a must visit for everyone to get some positive energy. Hare Krishna...
2 years ago,Beautiful place filled with spirituality and bliss ❤️🌼,2022-05-19,Beautiful place filled with spirituality and bliss ❤️🌼
10 months ago,"The GEV is a divine sanctuary that offers a serene and spiritual experience. Its awe-inspiring architecture and vibrant atmosphere create a sense of tranquility. The temple's mesmerizing rituals, melodious bhajans, and delectable vegetarian …",2023-07-23,"The GEV is a divine sanctuary that offers a serene and spiritual experience. Its awe-inspiring architecture and vibrant atmosphere create a sense of tranquility. The temple's mesmerizing rituals, melodious bhajans, and delectable vegetarian …"
a year ago,I have been to this heavenly place nearly nine times with family and friends. Everytime I take a new person who hasn't been here along. It's truly like going back to Godhead. I love everything about the place. And will always keep going. …,2023-05-19,I have been to this heavenly place nearly nine times with family and friends. Everytime I take a new person who hasn't been here along. It's truly like going back to Godhead. I love everything about the place. And will always keep going. …
10 months ago,Great Place to visit. Nicely they have created mini Vrindavan. Must visit.Yamuna Ji Arti at 6.00 p.m. is must must attend. …,2023-07-23,Great Place to visit. Nicely they have created mini Vrindavan. Must visit.Yamuna Ji Arti at 6.00 p.m. is must must attend. …
11 months ago,Very Nice place to visitGOVARDHAN ECO VILLAGEPeacefull place …,2023-06-23,Very Nice place to visitGOVARDHAN ECO VILLAGEPeacefull place …
a year ago,Best place for visiting Krishna tample,2023-05-19,Best place for visiting Krishna tample
11 months ago,Very bad experience when we visited from Mumbai to Govardhan eco village. Got the darshan of RadhaKrishna. But worst experience no proper person to give instructions to roam around. Not only when we called and when we visited too. The …,2023-06-23,Very bad experience when we visited from Mumbai to Govardhan eco village. Got the darshan of RadhaKrishna. But worst experience no proper person to give instructions to roam around. Not only when we called and when we visited too. The …
10 months ago,"Goverdhan Eco Village is an enchanting retreat that combines tranquility with sustainable living. From the moment I stepped foot on its grounds, I was captivated by the harmonious blend of nature, spirituality, and eco-consciousness. …",2023-07-23,"Goverdhan Eco Village is an enchanting retreat that combines tranquility with sustainable living. From the moment I stepped foot on its grounds, I was captivated by the harmonious blend of nature, spirituality, and eco-consciousness. …"
a year ago,Must visit.. very peaceful place,2023-05-19,Must visit.. very peaceful place
11 months ago,Good place needs some more development,2023-06-23,Good place needs some more development
2 years ago,very beautiful place for a small break from a hectic life..... …,2022-05-19,very beautiful place for a small break from a hectic life..... …
5 months ago,"Spritual place. You can enjoy it with your friends and family members, they arrange tours for tourists.Radhe radhe✨",2023-12-20,"Spritual place. You can enjoy it with your friends and family members, they arrange tours for tourists.Radhe radhe✨"
a year ago,Good dharmik place to be for all shri Krishna bhagwan followers. It's a replica of vrindavan. There is one tour given every day 2.30 pm. Food is good. One will get tired if not fond of walking. Mandir is has divine feeling when do darshan.  You need wait for tour (depends on reaching time at the location. ) Follow Google Maps. …,2023-05-19,Good dharmik place to be for all shri Krishna bhagwan followers. It's a replica of vrindavan. There is one tour given every day 2.30 pm. Food is good. One will get tired if not fond of walking. Mandir is has divine feeling when do darshan.  You need wait for tour (depends on reaching time at the location. ) Follow Google Maps. …
9 months ago,Good location and very good quality of room …,2023-08-22,Good location and very good quality of room …
9 months ago,"Developing by ISKON group, well managed and maintained. Still few places are under construction. Bcoz of the rainy season it is better if you carry a raincoat or umbrella along with it. Also carry water bottles, As minimums of 2 hours to …",2023-08-22,"Developing by ISKON group, well managed and maintained. Still few places are under construction. Bcoz of the rainy season it is better if you carry a raincoat or umbrella along with it. Also carry water bottles, As minimums of 2 hours to …"
11 months ago,Its not a picnic place.  It is a religious place.  Cooperative staff is there to guide you.  Nice temples.  If you want to hire a room you have to book well in advance.,2023-06-23,Its not a picnic place.  It is a religious place.  Cooperative staff is there to guide you.  Nice temples.  If you want to hire a room you have to book well in advance.
3 months ago,Had a great experience here been with my friends loved it ❤️,2024-02-18,Had a great experience here been with my friends loved it ❤️
a year ago,Awesome place in the lap of nature...quiet suitable for spiritual use but a Lil far away from the urban area. Just one suggestion of playing chants all the time..so that it brings more peace than people's hustle bustle. Also the prasadam was good and loved the pani puri. …,2023-05-19,Awesome place in the lap of nature...quiet suitable for spiritual use but a Lil far away from the urban area. Just one suggestion of playing chants all the time..so that it brings more peace than people's hustle bustle. Also the prasadam was good and loved the pani puri. …
a year ago,"Good place to visit in Rainy and winter season, advice not to visit in summer season. …",2023-05-19,"Good place to visit in Rainy and winter season, advice not to visit in summer season. …"
2 months ago,Nice place. Every Sanatani must visit.,2024-03-19,Nice place. Every Sanatani must visit.
a year ago,Very good place for family. …,2023-05-19,Very good place for family. …
11 months ago,"Simply awesome, so beautiful and eye catching, loved every single moment spent. And seriously surprise to see such beautiful place. Please do visit the place once to experience the vibes. …",2023-06-23,"Simply awesome, so beautiful and eye catching, loved every single moment spent. And seriously surprise to see such beautiful place. Please do visit the place once to experience the vibes. …"
9 months ago,"Expanded over 100 acres of area, Govardhan Ecovillage is a project of the International Society for Krishna Consciousness.The project is owned and managed by ISKCON Wada. …",2023-08-22,"Expanded over 100 acres of area, Govardhan Ecovillage is a project of the International Society for Krishna Consciousness.The project is owned and managed by ISKCON Wada. …"
